fqdn;nome;id_documento;nome_contato;data_cadastro;data_ultalt
forumpermanente.gov.br;MINIST√âRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;000.394.478/0002-24;Alessandro Franca Dantas;05/08/2011 12:37;29/04/2022 18:41
forumsipec.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;28/10/2000 14:46;12/01/2021 11:25
forumsocinfo.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;11/11/2004 12:43;08/06/2020 16:03
frameworkdemoiselle.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;12/01/2009 13:08;08/06/2020 16:36
frp.gov.br;FUNDACAO ROQUETTE PINTO;033.868.639/0001-42;Antonio Renato Cezar de Andrade;06/03/1997 12:00;05/05/2020 20:44
funag.gov.br;FundaÁ„o Alexandre de Gusm„o;000.662.197/0001-24;Alex Salgado;21/05/1998 20:01;06/12/2017 20:29
funai.gov.br;FundaÁ„o Nacional do Indio;000.059.311/0001-26;FundaÁ„o Nacional do Indio;10/02/1998 13:07;28/07/2017 02:47
funarte.gov.br;FUNDAÁ„O NACIONAL DE ARTES;026.963.660/0002-42;Tamoio Athayde Marcondes;31/07/1997 12:00;15/03/2022 13:11
funasa.gov.br;FUNDAÁ„O NACIONAL DE SA√öDE;026.989.350/0001-16;REDE FUNASA;31/05/2000 19:14;20/07/2022 16:43
funasa-sc.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
fundacentro-ba.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
fundacentro-es.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
fundacentro.gov.br;FUNDACENTRO - FUND.JORGE D.F. SEG. E MED. DO TRAB.;062.428.073/0001-36;Felipe MÍmolo Portela;03/02/1997 11:00;28/03/2018 10:52
fundacentroms.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
fundacentro-pe.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
fundacentrorj.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
fundaj.gov.br;FUNDACAO JOAQUIM NABUCO;009.773.169/0001-59;Adriana Dourado Martins;30/06/1995 12:00;20/04/2020 14:18
fundoamazonia-bndes.gov.br;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;033.657.248/0001-89;Eduardo Carneiro da Cunha;17/03/2009 14:38;13/02/2014 23:15
fundoamazonia.gov.br;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;033.657.248/0001-89;Eduardo Carneiro da Cunha;17/03/2009 14:54;27/02/2014 23:18
funpresp-exe.gov.br;FUNDAÁ„O PREVID√äNCIA COMPLEMENTAR SERVIDOR PUBLICO;017.312.597/0001-02;CRISTIANO ROCHA HECKERT;05/09/2013 18:03;06/08/2020 12:30
funpresp.gov.br;FUNDAÁ„O PREVID√äNCIA COMPLEMENTAR SERVIDOR PUBLICO;017.312.597/0001-02;CRISTIANO ROCHA HECKERT;05/09/2013 18:03;22/06/2020 14:53
furnas.gov.br;Furnas Centrais ElÈtricas S.A.;023.274.194/0001-19;Clayton MendonÁa de Oliveira;05/07/1995 12:00;29/04/2020 19:18
gastospublicos.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
gcth-sida.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
gdfaz.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
gdf.gov.br;Sec. de Estado de Plan. e OrÁamento do DF;003.230.476/0001-07;Suporte Tecnico - SEPLAN;07/04/1995 12:00;03/09/2019 15:30
geipot.gov.br;EMPRESA BRASILEIRA DE PLANEJAMENTO DE;000.366.914/0001-70;Marcio Nahas Ribeiro;31/10/1996 11:00;20/04/2022 21:48
genero.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
geres.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
gesac.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
gespublica.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;26/09/2005 13:13;08/06/2020 16:37
gestaoemdestaque.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;19/08/2013 19:17;12/01/2021 11:25
gestaopublica.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;23/10/2000 17:04;12/01/2021 11:25
gnre.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;04/04/2005 18:47;14/08/2019 20:27
go.gov.br;Secretaria de Gest„o e Planejamento de Goi√°s;003.517.631/0001-70;Bruno Lopes Lisita;18/06/1996 12:00;09/06/2022 13:16
goias.gov.br;Secretaria de Gest„o e Planejamento de Goi√°s;003.517.631/0001-70;Bruno Lopes Lisita;12/06/2000 20:19;10/06/2020 18:57
govbankingcaixa.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0655-83;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 21:02
govbrasil.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
govdata.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;17/03/2017 16:40;08/06/2020 16:39
governodigital.gov.br;Ministerio do Planejamento, Orcamento e Gestao;000.489.828/0001-55;Merched Cheheb Oliveira;26/09/2017 18:25;01/02/2020 02:39
governoeletronico.gov.br;Ministerio do Planejamento, Orcamento e Gestao;000.489.828/0001-55;Merched Cheheb Oliveira;11/12/2000 11:56;31/05/2022 18:04
governo.gov.br;SECRETARIA-GERAL DA PRESIDENCIA DA REP√öBLICA;010.366.249/0001-79;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;17/02/2016 12:37;07/04/2021 19:00
gra.gov.br;SERVI√áO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0009-56;Gest„o do ServiÁo Internet - SERPRO;29/08/2000 17:26;08/06/2020 16:40
gsi.gov.br;GABINETE DE SEGURANCA INSTITUCIONAL DA PRESIDENCIA;009.399.736/0001-59;Democlydes Carvalho;10/05/2010 12:53;06/04/2021 22:07
guiadeservicos.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;23/02/2012 09:53;12/01/2021 11:25
guiafacilgps.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0674-46;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 21:06
hasp.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
hcl.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
hemobras.gov.br;Empresa Brasileira de Hemoderivados e Biotecnologi;007.607.851/0001-46;Oswaldo Cordeiro de Paschoal Castilho;27/09/2006 13:20;28/02/2022 03:49
hgb.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
historiaeloucura.gov.br;Casa de Oswaldo Cruz Fiocruz;033.781.055/0019-64;YGOR BARROS;24/10/2017 17:06;27/05/2020 12:30
historiasdobrasil.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
hpiedade.gov.br;Hospital da Piedade;000.394.544/0209-68;Dr. Salvador;02/10/1998 13:50;05/05/2020 20:44
hrps.gov.br;Hospital Raphael de Paula Souza;000.394.544/0065-40;Dr. Victor G.;25/08/1998 14:05;05/05/2020 20:44
humanizaredes.gov.br;Secretaria de Direitos Humanos;005.478.625/0001-87;David Santos Abreu;30/03/2015 17:35;08/12/2021 16:01
ibama.gov.br;INSTITUTO BRASILEIRO DO MEIO AMBIENTE;003.659.166/0001-02;Cleiton Ara√∫jo de Oliveira;01/01/1996 12:00;12/02/2021 23:03
ibamanet.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ibama-pi.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ibc.gov.br;Instituto Benjamin Constant;000.394.445/0272-12;Erica Deslandes Magno Oliveira;08/06/2004 20:28;27/07/2020 12:13
ibge2.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ibge.gov.br;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;033.787.094/0001-40;Jose Luiz Thomaselli Nogueira;01/01/1996 12:00;14/04/2022 21:54
ibram.gov.br;Instituto Brasileiro de Museus - IBRAM;010.898.596/0001-42;Coordenador de TI;04/09/2009 14:20;08/10/2021 21:37
ic-brazil.gov.br;Centro de Tecnologia da InformaÁ„o Renato Archer;004.822.500/0001-60;Jarbas Lopes Cardoso Junior;05/12/2007 18:49;02/02/2021 18:18
icea.gov.br;Departamento de Controle do EspaÁo AÈreo;000.394.429/0048-74;SeÁ„o de Rede Local;17/12/2003 18:50;19/12/2018 17:53
icmbio.gov.br;INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE;008.829.974/0001-94;Homero de Giorge Cerqueira;29/08/2007 18:31;19/04/2013 12:32
icpbrasil.gov.br;Instituto Nacional de Tecnologia InformaÁ„o - ITI;004.039.532/0001-93;Maur√≠cio Augusto Coelho;23/07/2001 14:08;23/03/2022 19:04
idbrasil.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
idjovem.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
iec.gov.br;FNS - Instituto Evandro Chagas;000.394.544/0025-52;Elisabeth ConceiÁ„o de Oliveira Santos;14/10/2013 14:42;04/12/2013 18:33
ien.gov.br;Instituto de Engenharia Nuclear;000.402.552/0003-98;Marcel Waintraub;22/11/2000 17:22;19/01/2010 16:52
igam.gov.br;Instituto Mineiro de Gest„o das √Åguas;017.387.481/0001-32;Sebast„o Virg√≠lio de Alme;19/03/1998 19:52;05/05/2020 20:44
igualdaderacial.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ilbsenado.gov.br;Secretaria Especial de EditoraÁ„o e PublicaÁıes;000.530.279/0005-49;Claudionor Moura Nunes;11/04/2000 19:05;05/05/2020 20:44
imbel.gov.br;IND√öSTRIA DE MATERIAL B√âLICO DO BRASIL - IMBEL;000.444.232/0001-39;Suporte Imbel;23/02/2000 13:41;21/01/2020 16:22
imprensanacional.gov.br;Imprensa Nacional/PresidÍncia da Rep√∫blica;004.196.645/0001-00;Paulo CÈsar Abreu de Santana;22/02/2008 18:21;05/05/2020 20:44
inb.gov.br;Industrias Nucleares do Brasil S/A;000.322.818/0020-93;Renato Rodrigues Braz Silva;17/03/1998 19:26;26/03/2021 01:26
inca.gov.br;MINIST√âRIO DA SA√öDE - INSTITUTO NACIONAL DE C√ÇNCER;000.394.544/0171-50;ANA CRISTINA PINHO MENDES PEREIRA;21/02/2002 17:19;06/03/2020 22:50
inclusaodigital.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;05/08/2005 20:10;12/01/2021 11:25
incra.gov.br;INCRA/INSTITUTO NACIONAL DE COLON E REF. AGRARIA;000.375.972/0002-41;CoordenaÁ„o Geral de TIC;12/07/1996 12:00;10/03/2021 11:11
incra-pe.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
incrarn.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
inde.gov.br;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;033.787.094/0001-40;Jose Luiz Thomaselli Nogueira;23/02/2010 17:18;04/09/2020 21:05
industria40.gov.br;MINIST√âRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;000.394.478/0002-24;Alessandro Franca Dantas;21/02/2018 17:15;28/08/2020 14:30
inep.gov.br;INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIO;001.678.363/0001-43;Francisco Edilson de Carvalho Silva;07/06/1995 12:00;05/05/2020 20:44
ines.gov.br;Instituto Nacional de Educacao de Surdos;000.394.445/0273-01;PAULO ANDR√â MARTINS DE BULH√ïES;31/01/2007 10:12;22/08/2020 00:47
infoconsumo.gov.br;INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN;000.662.270/0003-20;Claudia de Cassia Torres;30/10/2000 16:12;27/12/2019 17:21
info.gov.br;MinistÈrio da TransparÍncia e Controloadoria-Geral;026.664.015/0001-48;LEONARDO ALAMY MARTINS;08/04/2014 18:09;16/08/2021 21:37
infojus.gov.br;SUPREMO TRIBUNAL FEDERAL;000.531.640/0001-28;Edmundo Veras dos Santos Filho;09/08/2000 14:21;05/05/2020 20:44
infopen.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
informacaoecidadania.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;24/11/2009 12:33;12/01/2021 11:25
informacao.gov.br;MinistÈrio da TransparÍncia e Controloadoria-Geral;026.664.015/0001-48;LEONARDO ALAMY MARTINS;08/04/2014 19:15;14/09/2021 14:21
infoseg.gov.br;Secretaria Nacional de SeguranÁa P√∫blica;000.394.494/0005-60;Anderson Gustavo Torres;11/06/2003 10:41;12/01/2021 12:40
infosoc.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
infraero.gov.br;INFRAERO - EMPRESA BRASILEIRA DE INFRA-ESTRUTURA;000.352.294/0001-10;Sup. de Tecnologia da InformaÁ„o;05/11/1996 11:00;05/05/2020 20:44
infra-estruturabrasil.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;01/09/2000 15:25;12/01/2021 11:25
infraestruturabrasil.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;01/09/2000 15:25;12/01/2021 11:25
infraestrutura.gov.br;MINISTERIO DA INFRAESTRUTURA;037.115.342/0001-67;Marcio Nahas Ribeiro;04/01/2019 18:51;08/08/2022 19:23
infrasa.gov.br;Valec Engenharia Construcoes E Ferrovias S/A;042.150.664/0001-87;Mateus Szwarcwing;01/08/2022 12:20;01/08/2022 20:48
infrastructurebrazil.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;01/09/2000 15:25;12/01/2021 11:25
in.gov.br;Imprensa Nacional/PresidÍncia da Rep√∫blica;000.394.494/0016-12;Paulo CÈsar Abreu de Santana;20/11/1996 11:00;05/05/2020 20:44
inma.gov.br;MUSEU DE BIOLOGIA PROFESSOR MELLO LEITAO;010.898.596/0010-33;HELIO DE QUEIROZ BOUDET FERNANDES;08/09/2014 14:57;05/09/2022 17:43
inmet.gov.br;INSTITUTO NACIONAL DE METEOROLOGIA;000.396.895/0010-16;Gabriel Andrade Pacheco;11/06/1996 12:00;25/06/2021 18:37
inmetro-es.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
inmetrogo.gov.br;SuperintendÍncia Regional do Inmetro SUR-01/GO;000.662.270/0002-49;PATRICIA PINHEIRO BARROS FERREIRA;27/09/2002 14:12;29/09/2020 21:53
inmetro.gov.br;INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN;000.662.270/0003-20;Claudia de Cassia Torres;16/04/1996 12:00;23/12/2021 14:35
inmetro-sc.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
inova.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;11/06/2015 19:43;03/06/2022 15:12
inovaif.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
inpa.gov.br;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA;001.263.896/0015-60;Harry Alves Rocha;28/07/1997 12:00;12/09/2018 12:18
inpe.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:24;24/08/2022 12:24
inpi.gov.br;INPI - INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL;042.521.088/0001-37;Claudio Vilar Furtado;28/02/1997 12:00;14/11/2019 21:35
insa.gov.br;Instituto Nacional do Semi√°rido - INSA;001.263.896/0019-93;Claudia Mara Baldim Ribeiro;23/10/2006 12:53;03/04/2021 22:41
inss.gov.br;DATAPREV DF;042.422.253/0014-18;GIAN PAOLO LA VALLE REALE;27/07/1998 13:47;21/09/2021 18:42
instantanea.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0655-83;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 21:07
institutochicomendes.gov.br;INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE;008.829.974/0001-94;Homero de Giorge Cerqueira;29/04/2011 14:52;19/04/2013 12:32
institutodamataatlantica.gov.br;MUSEU DE BIOLOGIA PROFESSOR MELLO LEITAO;010.898.596/0010-33;HELIO DE QUEIROZ BOUDET FERNANDES;08/09/2014 14:57;05/09/2022 20:49
integracao.gov.br;MINISTERIO DO DESENVOLVIMENTO REGIONAL;003.353.358/0001-96;Elias Marques Cotrim;16/02/2000 17:16;10/05/2022 18:42
integracaosaofrancisco.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
interlegis.gov.br;SENADO FEDERAL;000.530.279/0004-68;SIER-ServiÁo de Infraestrutura de Redes;07/07/1997 12:00;27/06/2017 17:53
intervencaofederalrj.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;08/08/2018 14:07;08/08/2018 14:07
int.gov.br;Instituto Nacional de Tecnologia;001.263.896/0004-07;Ricardo Castro;11/11/1998 16:07;07/04/2022 17:12
investcaixa.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2714-85;GerÍncia de Internet da CAIXA;25/10/2001 19:55;11/10/2017 21:12
investecaixa.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2714-85;GerÍncia de Internet da CAIXA;25/10/2001 19:55;11/10/2017 21:13
investexportbrasil.gov.br;Min. RelaÁıes Exteriores Depto PromoÁ„o Comercial;000.394.536/0009-96;Carlos Henrique Moscardo;31/08/2015 19:23;25/05/2022 14:32
investexportbrazil.gov.br;Min. RelaÁıes Exteriores Depto PromoÁ„o Comercial;000.394.536/0009-96;Carlos Henrique Moscardo;11/09/2015 14:34;25/05/2022 14:33
investidoresinstitucionais.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0262-51;GerÍncia de Internet da CAIXA;13/12/2001 13:28;16/07/2015 21:17
investidor.gov.br;CVM - COMISSAO DE VALORES MOBILIARIOS;029.507.878/0001-08;Vin√≠cius Gagno Lima;01/08/2008 16:55;06/12/2021 14:43
investinbrazil.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;17/03/2000 18:55;12/01/2021 11:25
invexbrasil.gov.br;Min. RelaÁıes Exteriores Depto PromoÁ„o Comercial;000.394.536/0009-96;Carlos Henrique Moscardo;18/06/2015 17:46;02/05/2022 18:48
ipardes.gov.br;INSTITUTO PARANAENSE DE DESENVOLVIMENTO ECONOMICO;075.954.891/0001-14;Liana Maria da Frota Carleial;01/01/1996 12:00;05/05/2020 20:44
ipeadata.gov.br;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;033.892.175/0001-00;PAULO AUGUSTO MODA LARI;25/02/2000 18:46;04/02/2022 14:47
ipea.gov.br;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;033.892.175/0001-00;PAULO AUGUSTO MODA LARI;29/04/1996 12:00;05/09/2022 00:45
iphan.gov.br;Instituto do Patrim√¥nio Hist√≥rico e Art√≠stico Nac.;026.474.056/0001-71;Sergio Porto Carneiro;26/02/1997 12:00;02/02/2022 23:02
ipp.gov.br;Instituto Philippe Pinel;000.394.544/0056-59;Fernando Augusto Cunha Ramos;08/12/1998 12:29;05/05/2020 20:44
ipsm.gov.br;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES;017.444.779/0001-37;Cinara Goncalves de Paula;15/04/1996 12:00;17/04/2020 21:53
irb-brasilre.gov.br;IRB - BRASIL RESSEGUROS SA;033.376.989/0001-91;Security Operation Center;16/06/2009 14:19;10/05/2022 14:44
irbbrasilre.gov.br;IRB - BRASIL RESSEGUROS SA;033.376.989/0001-91;Security Operation Center;16/06/2009 14:35;10/05/2022 14:55
irb.gov.br;IRB - BRASIL RESSEGUROS SA;033.376.989/0001-91;Security Operation Center;27/11/1995 12:00;10/05/2022 14:50
ird.gov.br;INSTITUTO DE RADIOPROTECAO E DOSIMETRIA;000.402.552/0004-79;Renato di Prinzio;15/12/1995 12:00;20/04/2020 14:29
itaipu.gov.br;ITAIPU BINACIONAL;000.395.988/0014-50;Carlos Eduardo Pedroza Santiviago;15/10/1996 11:00;11/03/2022 22:23
itamaraty.gov.br;MINISTERIO DAS RELACOES EXTERIORES;000.394.536/0006-43;Nestor JosÈ Forster Junior;12/02/1999 11:00;25/05/2022 14:35
iti.gov.br;Instituto Nacional de Tecnologia InformaÁ„o - ITI;004.039.532/0001-93;Maur√≠cio Augusto Coelho;15/02/2001 13:23;25/06/2021 00:56
iufro2019.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
jbrj.gov.br;INSTITUTO DE PESQUISAS JARDIM BOTANICO DO RIO =;037.115.375/0007-00;Welington Rodrigues Braga;10/09/1997 12:00;26/11/2020 19:48
jcdf.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
jef-pr.gov.br;Justica Federal de Primeiro Grau no RS;005.442.380/0001-38;Jo„o Carlos Barbosa;05/08/2003 12:07;24/11/2017 17:44
jef-rs.gov.br;Justica Federal de Primeiro Grau no RS;005.442.380/0001-38;Jo„o Carlos Barbosa;05/08/2003 12:07;24/11/2017 17:44
jef-sc.gov.br;Justica Federal de Primeiro Grau no RS;005.442.380/0001-38;Jo„o Carlos Barbosa;05/08/2003 12:07;02/01/2019 16:14
jfal.gov.br;Justica Federal de Primeira Inst√¢ncia;000.508.903/0019-07;Fabiano Andrade Costa;17/03/2000 20:31;20/10/2021 20:32
jfceara.gov.br;JUSTICA FED DE PRIM INST SECAO JUD DO CEARA;005.424.487/0001-53;GUILHERME OTAVIO TAVARES DE LACERDA;22/09/2003 14:18;05/05/2020 20:44
jfce.gov.br;JustiÁa Federal no Cear√°;000.508.903/0016-64;GUILHERME OTAVIO TAVARES DE LACERDA;13/03/2000 21:12;05/05/2020 20:44
jfes.gov.br;JustiÁa Federal de 1¬∫ Grau no Esp√≠rito Santo;005.424.467/0001-82;Fabricio Vasconcelos Costa;04/06/2007 17:32;15/10/2019 17:42
jf.gov.br;CONSELHO DA JUSTICA FEDERAL;000.508.903/0001-88;Paulo Martins InocÍncio;07/01/2005 10:29;16/07/2019 18:37
jfms.gov.br;JustiÁa Federal de 1¬™ Inst√¢ncia;000.508.903/0024-74;Eduardo Rocha Cabral;16/07/2002 13:30;16/09/2020 18:01
jfpb.gov.br;Justica Federal de Primeira Instancia;000.508.903/0021-21;Rogerio Xavier da Costa;14/09/1999 14:14;01/06/2021 16:55
jfpe.gov.br;Justica Federal de 1a Instancia;000.508.903/0014-00;Mapril Fernandes Maia;07/12/1999 20:12;05/05/2020 20:44
jfpr.gov.br;Justica Federal de Primeiro Grau no Parana;005.420.123/0001-03;Nucleo de Tecnologia da Informacao;17/07/1999 16:48;26/06/2019 19:33
jfrj.gov.br;JUSTICA FEDERAL DE PRIMEIRO GRAU NO RIO DE JANEIRO;005.424.540/0001-16;Subsecretaria de Infraestrutura de TI;19/09/1997 12:00;04/05/2020 21:00
jfrn.gov.br;JustiÁa Federal do Rio Grande do Norte;000.508.903/0020-40;Francisco Rodrigues Rocha;16/01/1998 12:22;30/05/2020 13:01
jfrs.gov.br;Justica Federal de Primeiro Grau no RS;005.442.380/0001-38;Jo„o Carlos Barbosa;14/12/1999 17:36;19/08/2020 20:07
jfsc.gov.br;Justica Federal de Primeiro Grau em Santa Catarina;005.427.319/0001-11;Juiz Federal Diretor do Foro SJ/SC;27/01/2000 13:13;19/12/2017 17:26
jfse.gov.br;Justica Federal - Secao Judiciaria do Estado de SE;000.508.903/0018-26;Adauton Luiz Borel;12/01/1999 20:17;08/06/2021 22:28
jfsp.gov.br;JustiÁa Federal de S„o Paulo;000.508.903/0009-35;Divis„o de AdministraÁ„o de Redes;16/03/2001 20:44;25/01/2021 16:09
jmpi2015.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
jornadasdip.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
jt.gov.br;TRIBUNAL SUPERIOR DO TRABALHO;000.509.968/0001-48;Leonardo Lobo Pulcineli;23/03/2001 12:50;05/05/2020 20:44
juntoscontracorrupcao.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
justicadotrabalho.gov.br;TRIBUNAL SUPERIOR DO TRABALHO;000.509.968/0001-48;Leonardo Lobo Pulcineli;23/03/2001 12:50;05/05/2020 20:44
justicaeleitoral.gov.br;Tribunal Superior Eleitoral;000.509.018/0001-13;Daniel Carlos Lima CorrÍa;01/08/2001 17:09;07/08/2021 01:02
justicafederal.gov.br;CONSELHO DA JUSTICA FEDERAL;000.508.903/0001-88;Paulo Martins InocÍncio;11/01/2005 12:43;16/07/2019 18:38
justica.gov.br;MINISTERIO DA JUSTICA;000.394.494/0013-70;Anderson Gustavo Torres;01/02/2002 13:49;16/04/2020 17:54
